finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,gender,state
2200,Manufacturing,Tang Jinkui & family,67,China,Suzhou,"Textiles, petrochemicals",Manufacturing,China,,True,M,
2200,Technology,Tang Xiao'ou,55,China,Shanghai,Software,Technology,Hong Kong,,True,M,
2200,Fashion & Retail,Lottie Tham & family,73,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,F,
2200,Healthcare,Shamsheer Vayalil,46,United Arab Emirates,Abu Dhabi,Healthcare,Healthcare,India,,False,M,
2200,Technology,Radha Vembu,50,India,Chennai,Business software,Technology,India,,False,F,
2200,Fashion & Retail,Wang Wenmo,66,China,Quanzhou,Sports apparel,Fashion & Retail,China,,True,M,
2200,Service,Wang Zhenghua,78,China,Shanghai,Budget airline,Service,China,,True,M,
2200,Food & Beverage,David Wertheim,65,Israel,,Coca-Cola Israel,Food & Beverage,Israel,,False,M,
2200,Energy,Kai Wu,55,China,Ningde,Batteries,Energy,China,,True,M,
2200,Food & Beverage,Xu Yingzhuo,55,China,Guangzhou,Agribusiness,Food & Beverage,China,,True,M,
2200,Manufacturing,Yeung Kin-man,59,Hong Kong,Hong Kong,Electronics,Manufacturing,Hong Kong,,True,M,
2200,Logistics,Huijiao Yu,57,China,Shanghai,Package delivery,Logistics,China,Shanghai YTO Express (Logistics),True,M,
2200,Finance & Investments,Oren Zeev,58,United States,Los Altos,Investments,Finance & Investments,Israel,,True,M,California
2200,Manufacturing,Clayton Zekelman,54,Canada,Windsor,Steel,Manufacturing,Canada,,False,M,
2200,Energy,Zhao Fenggang,57,China,Ningde,Batteries,Energy,China,,True,M,
2100,Metals & Mining,Alex Beard,55,United Kingdom,London,"Mining, commodities",Metals & Mining,United Kingdom,,True,M,
2100,Food & Beverage,Travis Boersma,52,United States,Grants Pass,Coffee,Food & Beverage,United States,,True,M,Oregon
2100,Construction & Engineering,Martin Bouygues,65,France,Paris,"Construction, media",Construction & Engineering,France,,False,M,
2100,Construction & Engineering,Olivier Bouygues,72,,,"Construction, media",Construction & Engineering,France,,False,M,
2100,Gambling & Casinos,William Boyd & family,91,United States,Las Vegas,"Casinos, banking",Gambling & Casinos,United States,,True,M,Nevada
2100,Food & Beverage,Anand Burman,70,India,Delhi,Consumer goods,Food & Beverage,India,,False,M,
2100,Manufacturing,Cao Ji,71,China,Hangzhou,Manufacturing,Manufacturing,China,,True,M,
2100,Technology,Bruce Cheng,86,Taiwan,Taipei,Electronics,Technology,Taiwan,,True,M,
2100,Technology,Chi Yufeng,52,China,Beijing,Software,Technology,China,,False,M,
2100,Energy,Daniel Chiu,62,Hong Kong,Hong Kong,Oil & gas,Energy,Hong Kong,,True,M,
2100,Healthcare,Beda Diethelm,82,Switzerland,Zurich,Hearing aids,Healthcare,Switzerland,,True,M,
2100,Fashion & Retail,Domenico Dolce,64,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,True,M,
2100,Technology,Ralph Dommermuth,59,Germany,Montabaur,Internet service provider,Technology,Germany,,True,M,
2100,Diversified,Georgi Domuschiev,50,United Kingdom,London,"Animal health, investments",Diversified,Bulgaria,,True,M,
2100,Diversified,Kiril Domuschiev,53,United Kingdom,London,"Animal health, investments",Diversified,Bulgaria,,True,M,
2100,Real Estate,Bob Ell,78,Australia,Surfers Paradise,Real estate,Real Estate,Australia,,True,M,
2100,Energy,Paul Foster,65,United States,El Paso,Oil refining,Energy,United States,Western Refining,True,M,Texas
2100,Fashion & Retail,Stefano Gabbana,60,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,True,M,
2100,Manufacturing,Xingjiang Gao,59,China,Huzhou,Steel,Manufacturing,China,,True,M,
2100,Energy,Gordon Getty,89,United States,San Francisco,Getty Oil,Energy,United States,Ann & Gordon Getty Foundation,False,M,California
2100,Energy,Kamal Ghaffarian,64,United States,Naples,"Space, energy",Energy,United States,,True,M,Florida
2100,Healthcare,Dennis Gillings,78,United States,Durham,Clinical trials,Healthcare,United Kingdom,,True,M,North Carolina
2100,Diversified,Harsh Goenka,65,India,Mumbai,Diversified,Diversified,India,,False,M,
2100,Diversified,Sanjiv Goenka,62,India,Kolkata,Diversified,Diversified,India,,False,M,
2100,Real Estate,Jane Goldman,67,United States,New York,Real estate,Real Estate,United States,,False,F,New York
2100,Fashion & Retail,Stein Erik Hagen,66,Norway,Oslo,Consumer goods,Fashion & Retail,Norway,,True,M,
2100,Real Estate,Bahaa Hariri,56,Switzerland,Geneva,"Real estate, investments",Real Estate,Lebanon,,False,M,
2100,Fashion & Retail,Hortensia Herrero,72,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,,False,F,
2100,Diversified,Douglas Hsu,80,Taiwan,Taipei,Diversified,Diversified,Taiwan,,False,M,
2100,Manufacturing,Huang Min,49,China,Suzhou,Machinery,Manufacturing,China,,True,M,
2100,Technology,Jared Isaacman,40,United States,Easton,Payment processing,Technology,United States,,True,M,Pennsylvania
2100,Technology,Eugene Kaspersky,57,Russia,Moscow,Software,Technology,Russia,,True,M,
2100,Fashion & Retail,Artem Khachatryan,48,Cyprus,Limassol,Retail,Fashion & Retail,Russia,,True,M,
2100,Food & Beverage,Andrei Krivenko,47,Russia,Moscow,Retail,Food & Beverage,Russia,,True,M,
2100,Real Estate,Thomas Kwok,71,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,M,
2100,Manufacturing,Lam Wai-ying,65,Hong Kong,Hong Kong,Smartphone screens,Manufacturing,Hong Kong,Biel Crystal,True,F,
2100,Finance & Investments,Marc Lasry,62,United States,New York,Hedge funds,Finance & Investments,United States,Avenue Capital Group,True,M,New York
2100,Finance & Investments,Christian Latouche & family,82,France,Lyon,Accounting services,Finance & Investments,France,,True,M,
2100,Sports,Theodore Leonsis,67,United States,Bethesda,Sports teams,Sports,United States,,True,M,Maryland
2100,Real Estate,Lin Chang Su-O,82,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,False,F,
2100,Manufacturing,Liu Chengyu & family,60,China,Shenzhen,Power supply equipment,Manufacturing,China,,True,M,
2100,Fashion & Retail,Sergey Lomakin,49,Cyprus,Paphos,Retail,Fashion & Retail,Russia,,True,M,
2100,Food & Beverage,Daniel Lubetzky,54,United States,New York,Snack bars,Food & Beverage,United States,,True,M,New York
2100,Technology,Melissa Ma,65,China,Beijing,Internet search,Technology,China,,True,F,
2100,Diversified,Anand Mahindra,67,India,Mumbai,Diversified,Diversified,India,,False,M,
2100,Fashion & Retail,Rafique Malik,72,India,Mumbai,Footwear,Fashion & Retail,India,,False,M,
2100,Diversified,Katarina Martinson,41,Sweden,Stockholm,Investments,Diversified,Sweden,,False,F,
2100,Healthcare,Kiran Mazumdar-Shaw,70,India,Bangalore,Biopharmaceuticals,Healthcare,India,Biocon,True,F,
2100,Automotive,Nirmal Minda,65,India,Gurgaon,Auto parts,Automotive,India,,False,M,
2100,Technology,Mu Rongjun,43,China,Beijing,E-commerce,Technology,China,,True,M,
2100,Manufacturing,Eugene Murtagh,80,Ireland,Kingscourt,Building materials,Manufacturing,Ireland,,True,M,
2100,Finance & Investments,Alexander Nesis,60,Russia,Moscow,"Metals, banking, fertilizers",Finance & Investments,Russia,,True,M,
2100,Manufacturing,Zugen Ni,66,China,Suzhou,Appliances,Manufacturing,China,,True,M,
2100,Construction & Engineering,Florentino Perez,76,Spain,Madrid,Construction,Construction & Engineering,Spain,,True,M,
2100,Metals & Mining,Victor Pinchuk,62,Ukraine,Kiev,"Steel pipes, diversified",Metals & Mining,Ukraine,,True,M,
2100,Technology,Leonid Radvinsky,40,United States,,E-commerce,Technology,United States,,True,M,Florida
2100,Technology,Raveendran Byju,41,India,Bangalore,Education technology,Technology,India,,True,M,
2100,Construction & Engineering,P.P. Reddy,65,India,Hyderabad,Infrastructure,Construction & Engineering,India,,True,M,
2100,Fashion & Retail,Richard Saghian,41,United States,Los Angeles,Fast fashion,Fashion & Retail,United States,,True,M,California
2100,Healthcare,Shi Yifeng,49,China,Beijing,Medical cosmetics,Healthcare,China,,True,M,
2100,Finance & Investments,Thaksin Shinawatra,73,United Arab Emirates,Dubai,Investments,Finance & Investments,Thailand,,True,M,
2100,Food & Beverage,Shu Ping,53,Singapore,Singapore,Restaurants,Food & Beverage,Singapore,,True,F,
2100,Healthcare,Timothy Springer,75,United States,Chestnut Hill,Biotech,Healthcare,United States,,True,M,Massachusetts
2100,Automotive,Venu Srinivasan,70,India,Chennai,Two-wheelers,Automotive,India,,False,M,
2100,Fashion & Retail,Edward Stack,68,United States,Sewickley,Dick's Sporting Goods,Fashion & Retail,United States,Dick's Sporting Goods,True,M,Pennsylvania
2100,Food & Beverage,Sun Mengquan & family,73,China,Yantai,Edible oil,Food & Beverage,China,,True,M,
2100,Finance & Investments,Alexander Svetakov,55,Russia,Moscow,Real estate,Finance & Investments,Russia,,True,M,
2100,Fashion & Retail,Torsten Toeller,56,Germany,Krefeld,Pet food,Fashion & Retail,Germany,,True,M,
2100,Food & Beverage,Barbara Tyson,74,United States,Fayetteville,Food processing,Food & Beverage,United States,,False,F,Arkansas
2100,Food & Beverage,Hamdi Ulukaya,50,United States,Norwich,Greek yogurt,Food & Beverage,Turkey,Chobani,True,M,New York
2100,Construction & Engineering,Wang Linpeng,54,China,Beijing,Furniture retailing,Construction & Engineering,China,,True,M,
2100,Food & Beverage,Wei Ing-Chou,69,China,Tianjin,"Food, beverages",Food & Beverage,Taiwan,,True,M,
2100,Food & Beverage,Wei Yin-Chun,66,Taiwan,Taipei,"Food, beverages",Food & Beverage,Taiwan,,True,M,
2100,Food & Beverage,Wei Yin-Heng,64,China,Shanghai,"Food, beverages",Food & Beverage,Taiwan,,True,M,
2100,Food & Beverage,Wei Ying-Chiao,68,Taiwan,Taipei,"Food, beverages",Food & Beverage,Taiwan,,True,M,
2100,Gambling & Casinos,Elaine Wynn,80,United States,Las Vegas,"Casinos, hotels",Gambling & Casinos,United States,"Wynn Las Vegas, LLC",True,F,Nevada
2100,Automotive,Xu Xudong & family,53,China,Ningbo,Auto parts,Automotive,China,,True,M,
2100,Fashion & Retail,Michael Ying,73,Hong Kong,Hong Kong,Retail,Fashion & Retail,Hong Kong,,True,M,
2100,Manufacturing,Yu Qibing & family,57,China,Ningbo,Glass,Manufacturing,China,,True,M,
2100,Manufacturing,Yuan Fugen & family,72,China,Suzhou,Metal processing,Manufacturing,China,,True,M,
2100,Manufacturing,Zhang Ning & family,49,China,Shanghai,Chemicals,Manufacturing,Canada,,True,F,
2100,Healthcare,Zhao Tao,57,China,Xi'an,Pharmaceuticals,Healthcare,Singapore,,False,M,
2000,Construction & Engineering,Anu Aga,80,India,Pune,Engineering,Construction & Engineering,India,,False,F,
2000,Fashion & Retail,Mohamed Al Fayed,94,United Kingdom,London,"Retail, investments",Fashion & Retail,Egypt,,True,M,
2000,Technology,Andrey Andreev,49,United Kingdom,London,Online dating,Technology,United Kingdom,,True,M,
2000,Finance & Investments,Michael Ashcroft,77,Turks and Caicos Islands,Turks and Caicos Islands,Security,Finance & Investments,United Kingdom,,True,M,
2000,Technology,Pavel Baudis,62,Czech Republic,Prague,Software,Technology,Czech Republic,,True,M,
2000,Healthcare,Wilhelm Beier & family,66,Germany,,Pharmaceuticals,Healthcare,Germany,,True,M,
2000,Manufacturing,Cao Jianwei,44,China,Shangyu,Semiconductors,Manufacturing,China,,True,M,
2000,Manufacturing,Huwen Chen,52,China,Shanghai,Stationery,Manufacturing,China,,True,M,
2000,Diversified,Phongthep Chiaravanont,71,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,M,
2000,Diversified,Dou Zhenggang,69,China,Hangzhou,"Energy, chemicals",Diversified,China,,True,M,
2000,Food & Beverage,Maria Franca Fissolo,88,Monaco,Monaco,"Nutella, chocolates",Food & Beverage,Italy,,False,F,
2000,Diversified,William Franke,85,United States,Houston,Low-cost airlines,Diversified,United States,,True,M,Texas
2000,Healthcare,Mario Germano Giuliani,51,Monaco,Monaco,Pharmaceuticals,Healthcare,Switzerland,,False,M,
2000,Real Estate,Amy Goldman Fowler,68,United States,Rhinebeck,Real estate,Real Estate,United States,,False,F,New York
2000,Metals & Mining,John Hancock,47,United Kingdom,London,Mining,Metals & Mining,Australia,,False,M,
2000,Technology,Hu Yangzhong,58,China,Hangzhou,Technology,Technology,China,,True,M,
2000,Manufacturing,Huang Dawen,62,Hong Kong,Hong Kong,Silicon,Manufacturing,Hong Kong,,True,M,
2000,Media & Entertainment,Huang Qiaoling,64,China,Hangzhou,Amusement parks,Media & Entertainment,China,,True,M,
2000,Finance & Investments,Rajiv Jain,55,United States,Fort Lauderdale,Finance,Finance & Investments,United States,,True,M,Florida
2000,Sports,Michael Jordan,60,United States,Jupiter,"Charlotte Hornets, endorsements",Sports,United States,,True,M,Florida
2000,Real Estate,Diane Kemper,77,United States,New York,Real estate,Real Estate,United States,,False,F,New York
2000,Technology,Shlomo Kramer,57,Israel,Tel Aviv,"Software, investments",Technology,Israel,,True,M,
2000,Healthcare,Heikki Kyostila,77,Finland,Helsinki,Dental products,Healthcare,Finland,,True,M,
2000,Technology,Martin Lau,50,Hong Kong,Hong Kong,E-commerce,Technology,Hong Kong,,True,M,
2000,Technology,Li Min,57,China,Fuzhou,Semiconductor,Technology,China,,True,M,
2000,Technology,Liang Rubo,40,China,Beijing,TikTok,Technology,China,,True,M,
2000,Manufacturing,Liang Zhaoxian,58,China,Foshan,Appliances,Manufacturing,China,,False,M,
2000,Energy,Lin Fanlian,61,China,Linyi,"Energy, real estate",Energy,China,,True,M,
2000,Manufacturing,Aloke Lohia,64,Thailand,Bangkok,Petrochemicals,Manufacturing,India,,False,M,
2000,Real Estate,Bill Malhotra,73,Canada,Ottawa,Real estate,Real Estate,Canada,,True,M,
2000,Finance & Investments,Alexander Mamut,63,Israel,Tel Aviv,Investments,Finance & Investments,Russia,,True,M,
2000,Telecom,Craig McCaw,73,United States,Hunts Point,Telecom,Telecom,United States,,False,M,Washington
2000,Manufacturing,Cunhui Nan,59,China,Wenzhou,Power equipment,Manufacturing,China,,True,M,
2000,Service,Tengyun Nie & family,47,China,Shanghai,Logistics,Service,China,,True,M,
2000,Finance & Investments,Oei Hong Leong,75,Singapore,Singapore,Investments,Finance & Investments,Singapore,,False,M,
2000,Metals & Mining,Clive Palmer,69,Australia,Brisbane,Mining,Metals & Mining,Australia,,True,M,
2000,Technology,Matthew Prince,48,United States,Park City,Cybersecurity,Technology,United States,,True,M,Utah
2000,Service,Linda Pritzker,69,United States,Missoula,"Hotels, investments",Service,United States,,False,F,Montana
2000,Construction & Engineering,P.V. Krishna Reddy,53,India,Hyderabad,Infrastructure,Construction & Engineering,India,,True,M,
2000,Metals & Mining,Bianca Rinehart,46,Australia,Brisbane,Mining,Metals & Mining,Australia,,False,F,
2000,Metals & Mining,Ginia Rinehart,36,Australia,Sydney,Mining,Metals & Mining,Australia,,False,F,
2000,Finance & Investments,T. Denny Sanford,87,United States,Sioux Falls,"Banking, credit cards",Finance & Investments,United States,,True,M,South Dakota
2000,Manufacturing,Bhadresh Shah,71,India,Ahmedabad,Engineering,Manufacturing,India,,True,M,
2000,Media & Entertainment,Zygmunt Solorz-Zak,66,Poland,Warsaw,TV broadcasting,Media & Entertainment,Poland,,True,M,
2000,Manufacturing,Michal Strnad,30,,,Defense Contracting,Manufacturing,Czech Republic,,False,M,
2000,Fashion & Retail,Sylvia Stroeher,67,Germany,Darmstadt,Cosmetics,Fashion & Retail,Germany,,False,F,
2000,Technology,Otto Toto Sugiri,69,Indonesia,Jakarta,Data centers,Technology,Indonesia,,True,M,
2000,Sports,Larry Tanenbaum,77,Canada,Toronto,Sports,Sports,Canada,,True,M,
2000,Finance & Investments,Wichai Thongtang,76,Thailand,Bangkok,Investments,Finance & Investments,Thailand,,True,M,
2000,Finance & Investments,Ion Tiriac,83,Romania,Bucharest,"Banking, insurance",Finance & Investments,Romania,,True,M,
2000,Metals & Mining,Hope Welker,37,United States,New York,Mining,Metals & Mining,Australia,,False,F,New York
2000,Manufacturing,William Young,82,United States,Ypsilanti,Plastics,Manufacturing,United States,,True,M,Michigan
2000,Fashion & Retail,Ales Zavoral,46,,,E-commerce,Fashion & Retail,Czech Republic,,True,M,
2000,Technology,Zhang Fan,57,China,Shenzhen,Touch screens,Technology,China,,True,M,
2000,Technology,Shilong Zhang & family,57,China,Beijing,Semiconductor,Technology,China,,True,M,
2000,Manufacturing,Zhang Wanzhen,73,China,Chaozhou,Electronics components,Manufacturing,China,,True,M,
2000,Technology,Hongfei Zhao,48,China,Beijing,Software,Technology,China,,True,M,
2000,Energy,Zhou Jian,46,China,Shenzhen,Solar energy equipment,Energy,China,,True,M,
2000,Healthcare,Zhu Yiwen & family,59,China,Shanghai,Healthcare,Healthcare,China,,True,M,
1900,Diversified,Roberto Angelini Rossi,74,Chile,Santiago,"Forestry, mining",Diversified,Chile,,False,M,
1900,Energy,Mika Anttonen,56,Finland,Helsinki,Oil & gas,Energy,Finland,,True,M,
1900,Sports,David Blitzer,53,United States,New York,Sports,Sports,United States,,True,M,New York
1900,Finance & Investments,Julio Bozano,87,Brazil,Rio de Janeiro,Banking,Finance & Investments,Brazil,,True,M,
1900,Energy,Nikolai Buinov,55,Russia,Irkutsk,"Oil, gas",Energy,Russia,,True,M,
1900,Fashion & Retail,Nicola Bulgari,82,Italy,Rome,Luxury goods,Fashion & Retail,Italy,,False,M,
1900,Fashion & Retail,"Howard Butt, III. & family",71,United States,San Antonio,Supermarkets,Fashion & Retail,United States,,False,M,Texas
1900,Fashion & Retail,Stephen Butt & family,67,,,Supermarkets,Fashion & Retail,United States,,False,M,
1900,Fashion & Retail,Jianxing Che,56,China,Shanghai,Furniture retailing,Fashion & Retail,China,,True,M,
1900,Manufacturing,Huxiong Chen,52,China,Shanghai,Stationery,Manufacturing,China,,True,M,
1900,Energy,Chen Qiongxiang,65,China,Ningde,Batteries,Energy,China,,True,F,
1900,Technology,Chen Zhisong,57,China,Xiamen,Communication equipment,Technology,China,,True,M,
1900,Diversified,Manas Chiaravanond,65,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,M,
1900,Diversified,Prathip Chiravanond,74,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,M,
1900,Food & Beverage,Alexandra Daitch,60,United States,Old Lyme,Cargill,Food & Beverage,United States,,False,F,Connecticut
1900,Food & Beverage,Sol Daurella,57,Spain,Madrid,Coca-Cola bottler,Food & Beverage,Spain,,False,F,
1900,Sports,Mark Davis,67,United States,Henderson,Las Vegas Raiders,Sports,United States,,False,M,Nevada
1900,Finance & Investments,James Dinan,63,United States,North Salem,Hedge funds,Finance & Investments,United States,York Capital Management,True,M,New York
1900,Healthcare,Dong Fan,53,China,Zhuhai,Medical devices,Healthcare,China,,True,M,
1900,Automotive,Fritz Draexlmaier,65,Germany,Landshut,Auto parts,Automotive,Germany,,False,M,
1900,Diversified,Bulent Eczacibasi,73,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,,False,M,
1900,Diversified,Faruk Eczacibasi,68,Turkey,Istanbul,"Pharmaceuticals, diversified",Diversified,Turkey,,False,M,
1900,Diversified,Eduardo Eurnekian,90,Argentina,Buenos Aires,"Airports, investments",Diversified,Argentina,,True,M,
1900,Real Estate,David Fong,65,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,M,
